,smiles,AR,predicted
0,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,-0.654665552055364,1.3250625
1,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,-1.201597526569128,3.1414745
2,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],-1.1935963481031933,-5.676084
3,[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F,0.0571954783914908,3.1967518
4,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,4.863577170864049,1.0256624
5,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,-0.9046985776773468,11.874849
6,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-0.6222698443318802,-6.949352
7,CN1CCOCC1,5.001932351833342,3.3125215
8,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,4.900933764236413,11.32056
9,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,4.722275322522517,9.2393
10,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,0.9391989375902936,-11.372398
11,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,-1.1445416969818991,-2.543263
12,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,-0.7939543050388614,15.727556
13,CCCCCCCCCCCSCC(O)=O,4.302996585466344,7.1689463
14,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,4.583082014591797,4.581088
