Unnamed: 0,smiles,AR,predicted
0,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,17.3964594670351,42.72786799103705
1,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0.0013008576137423233,13.61474763807275
2,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0.25577815088400513,17.225892305757675
3,[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F,40.0371828284694,43.77118635502644
4,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,192.904039721063,45.24842224007578
5,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,9.444164957001021,41.12029181364654
6,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,18.4268041906462,40.21902178995619
7,CN1CCOCC1,197.304423003711,43.17650739963025
8,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,194.092165296273,36.25724901070242
9,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,188.409937751818,46.78946685927561
10,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,68.0892821420292,41.34148111312881
11,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1.8159601781705916,12.387836955399418
12,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,12.966383948392199,22.505491692496484
13,CCCCCCCCCCCSCC(O)=O,175.074787362898,45.27695543866441
14,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,183.982897860838,36.613602526925135
15,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,2.0720676971395378,17.911890663897744
16,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,35.8768637819763,16.999875328888894
17,CCCC[Sn](Cl)(CCCC)CCCC,1.705178880105663,38.81416121406904
18,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,193.271926165168,48.39528008681742
19,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,199.370604834423,46.66227684985911
20,CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,199.540222280548,41.963829443951234
21,CCCCN(CCCC)C(=O)N(CCCC)CCCC,53.9202941974063,40.16037478086064
22,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,198.849702000691,42.89503876424232
23,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,160.044965799333,45.60591113035044
24,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C,0.7336115515207808,15.714882398088147
25,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,2.7984042462762133,37.439244005819624
26,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,197.434869489953,36.876409624142816
27,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,22.8723257067382,33.88837638408205
28,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,17.1147276424591,21.444528563631327
29,[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,197.647574274605,42.65183533220947
30,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,0.8323690633447427,18.42417532906211
31,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,198.437388761991,44.54910745631504
32,NC1=C(N)C=C(Cl)C=C1,93.093875787957,36.17595758983652
33,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,24.0828467561878,37.24048443451617
34,COC(=O)C1=C(O)C(C)=C(O)C=C1C,14.6176911013685,42.52157805085703
35,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,31.2758691311786,42.60346282536495
36,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,15.9509318811686,32.720379967721996
37,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,4.944835616530938,44.03766562302856
38,[Cl-].[Cl-].CCCC[Sn++]CCCC,9.524601241326579,34.69946740426675
39,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,11.923701336976102,39.96966301359682
40,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,4.537501413513297,40.18989689158432
41,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,1.6856494247297604,42.31981713933398
42,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,3.115215841352672,46.05701574267399
43,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,30.0952134981689,37.7044146262577
44,CSC(=O)C1=CC=CC2=C1SN=N2,0.2633978887552786,41.13538740965394
45,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,10.7016010292338,45.877111529067726
46,CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,4.817711254448092,22.46964112295907
47,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.11108562589639348,17.618113184545415
48,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,8.87540066645332,25.702883512287187
49,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0.051764586702255144,16.018726788609733
50,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,8.049791245046663,31.291203310498414
51,CCOC(=O)\C=C/C(=O)OCC,3.617213564743892,41.79599998968216
52,CCC(C)(C)C1CCC(O)CC1,28.1798922397559,44.88817681248582
53,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,0.03213527842413555,40.745804753668835
54,Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,0.39664661051760675,38.2338487201866
55,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0.1249797195820932,13.61474763807275
56,OC(=O)C1=CC(=CC=C1)N(CC1=CN=CC=C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,0.9959085836210875,44.51011137459945
57,[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,1.8210350003945308,32.17166556439773
58,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,7.281730585572568,40.28399872089439
59,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,8.162857784196397,35.2390205113233
60,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.09515880098393836,32.0522394678004
61,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,3.444534860540031,40.3745859730787
62,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,5.819355615107362,39.51327308207956
63,OC1=CC2=C(CC3=CC=CC=C23)C=C1,2.656426068190939,41.0642078721941
64,[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O,22.970254220327703,36.043068128626985
65,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.850504181846759,40.613692606085536
66,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1.7439934351049686,11.558199690084368
67,CCCC[Sn](Cl)(Cl)Cl,24.1051295236353,36.765313537141814
68,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=C(O)C=C1)S([O-])(=O)=O,7.432026855555087,32.51072569712531
69,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,5.629699180643357,39.42642994353658
70,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,33.7722456183985,41.48518744685402
71,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,23.0743679364099,39.03764342972382
72,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,10.653820658579399,36.613602526925135
73,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,10.867360137294902,38.10812523092246
74,Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,8.15172071312168,22.396990287285252
75,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,10.257665399304202,37.04544474146195
76,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,6.1777388624998935,34.7946626886697
77,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1.6302840918794885,36.71164181232883
78,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,6.972120280296995,36.98985120094253
79,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0.38594347466907664,19.286973099000203
80,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,20.2862187059452,46.55816198701002
81,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,23.434089609136805,42.72341688457257
82,O.O.[H][C@]12[C@H](O)C3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(C=CC=C1O)[C@@]2(C)O,5.031559584464361,23.983287027082877
83,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,6.325412828672949,42.041841326467875
84,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O,16.3767258069243,44.19974887218911
85,BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,16.9362481535241,41.83415718333697
86,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.0071989204315201505,22.35797385038468
87,NC1=CC=C(N)C=C1,16.0583633732828,39.16304746248862
88,CCC1CO1,5.088013399650052,42.36006888152273
89,[Na+].[Na+].[O-]C1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C([O-])C(Br)=C1O2,45.099527134146,44.20845612061198
90,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,25.8513849307586,39.61797770460833
91,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0.223424196399165,43.99233112754157
92,CCCCCC1CCCC(=O)O1,7.87739590159126,36.0005277003276
93,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,20.7342295143534,45.89170492449582
94,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.7178391959097326,14.713974380044164
95,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.0821306275114608,16.856281266730807
96,OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,16.5306673776244,38.53920725563239
97,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,4.438864651437022,45.19613994746721
98,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,0.2418772291151683,19.353844334340152
99,C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,10.3604181702582,41.35923465102428
100,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,2.755434712122238,45.22643545980501
101,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,44.0781804677833,37.45616383986549
102,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,14.2968709293811,39.97843546222156
103,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC(C(=O)C2=C1)=C1NC2=CC=C(C=C2C1=O)S([O-])(=O)=O,47.6592932268486,42.073808953641425
104,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,12.8731325224988,40.38007121835484
105,COC1=CC=C(OC)C(=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,1.793260765127208,43.838942404813274
106,[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,2.555272562704502,35.15645307479928
107,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.03408296542409772,14.662012363549188
108,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,8.725894936990226,42.745192797848986
109,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,5.660922099646513,43.86871313503843
110,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,4.187476124839932,36.683539571172105
111,O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2,21.0142956002291,31.23487701512487
112,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.6997007666804365,31.00103187938433
