"smiles","AR"
"[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C",17.3964594670351
"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C",0.00130085761374693
"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]",0.255778150884002
"[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F",40.0371828284694
"CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C",192.904039721063
"CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1",9.44416495700102
"CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1",18.4268041906462
"CN1CCOCC1",197.304423003711
"CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2",194.092165296273
"O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1",188.409937751818
"N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1",68.0892821420292
"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",1.81596017817059
"C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O",12.9663839483922
"CCCCCCCCCCCSCC(O)=O",175.074787362898
"ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1",183.982897860838
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C",2.07206769713954
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",35.8768637819763
"CCCC[Sn](Cl)(CCCC)CCCC",1.70517888010566
"CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1",193.271926165168
"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O",199.370604834423
"CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1",199.540222280548
"CCCCN(CCCC)C(=O)N(CCCC)CCCC",53.9202941974063
"CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1",198.849702000691
"OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1",160.044965799333
"C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C",0.733611551520778
"CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3",2.79840424627621
"CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1",197.434869489953
"NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F",22.8723257067382
"C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1",17.1147276424591
"[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1",197.647574274605
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C",0.832369063344745
"ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl",198.437388761991
"NC1=C(N)C=C(Cl)C=C1",93.093875787957
"[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O",24.0828467561878
"COC(=O)C1=C(O)C(C)=C(O)C=C1C",14.6176911013685
"OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1",31.2758691311786
"CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1",15.9509318811686
"[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC",4.94483561653094
"[Cl-].[Cl-].CCCC[Sn++]CCCC",9.52460124132658
"CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C",11.9237013369761
"N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N",4.5375014135133
"[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC",1.68564942472976
"CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1",3.11521584135267
"OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1",30.0952134981689
"CSC(=O)C1=CC=CC2=C1SN=N2",0.263397888755278
"COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O",10.7016010292338
"CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1",4.81771125444809
"CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C",0.111085625896392
"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3",8.87540066645332
"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",0.0517645867022523
"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2",8.04979124504666
"CCOC(=O)\C=C/C(=O)OCC",3.61721356474389
