,smiles,AR,predicted
0,CC(=O)NNC1=CC=CC=C1,0.71666150838474,1.5675204
1,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,-1.17574165676447,-0.362067
2,[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,1.65147175788519,1.6625079
3,OCC=C,1.46354367171121,1.5974461
4,CCOC1=C(N)C=C(NC(C)=O)C=C1,1.88722937379474,1.5528613
5,Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,1.65352488357758,1.4028212
6,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,1.45838312104729,1.4842669
7,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,1.65310443339521,1.5123374
8,NC1=C(O)C=CC(=C1)[N+]([O-])=O,1.61248034159492,1.5942309
9,NC1=C(O)C=C(C=C1)[N+]([O-])=O,1.65725629289564,1.5961615
10,NC1=CC(=C(O)C=C1)[N+]([O-])=O,1.74570498041858,1.6009707
11,NC1=NC=C(S1)[N+]([O-])=O,1.61519390670747,1.5778898
12,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1.54290071212909,1.5764745
13,CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,1.57140861309914,1.534296
14,NC1=CC=C(C=C1)C1=CC=CC=C1,0.904744628096435,1.5977107
15,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,-0.402757419078941,0.75888234
16,[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,1.43711335554357,1.4467485
17,[O--].[O--].[O--].[As+3].[As+3],1.39794000867204,1.6049875
18,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,1.15755655652519,1.4038279
19,Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,1.41874569142401,1.4635963
20,CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.99506489698689,1.4845588
21,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.633276744381375,1.0664285
22,N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,1.45079679895719,1.5298156
23,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,1.0607442707499,1.4669561
24,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,1.44425947719715,1.3864634
25,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,1.85144089372258,1.4453977
26,C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34,1.36825314371398,1.4631387
27,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,1.64253204226064,1.461171
28,S=C=NCC1=CC=CC=C1,1.77823908489295,1.5030956
29,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,1.53550474828445,1.45837
30,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-0.209037336249062,0.3288823
31,ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,1.42460974154802,1.469373
32,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1.60205999132796,1.6430942
33,[Na+].[Na+].NC1=CC(N)=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S([O-])(=O)=O)S([O-])(=O)=O,1.39286651376616,1.4737275
34,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,1.40823028656078,1.4070805
35,OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,1.63445315026793,1.56542
36,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,0.97956275051564,1.2150556
37,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1.59558401419628,1.1305102
38,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,1.29078312917513,1.5968859
39,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,1.30198179833342,1.5556973
40,CCCCOC(=O)C1=CC=C(O)C=C1,1.60205999132796,1.6165079
41,CC(C)(C)C1=CC(CO)=CC(=C1O)C(C)(C)C,1.75584737675255,1.5382633
42,CC1=CC(=C(O)C=C1)C(C)(C)C,1.7263231079608,1.6246382
43,CCCCN(N=O)C(=N)N[N+]([O-])=O,1.76649081311609,1.392284
44,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,1.52700273501047,1.6513205
45,CC(C)(C)C1=CC(O)=CC=C1O,1.80165037513514,1.6305186
