,smiles,AR,predicted
0,CC(=O)NNC1=CC=CC=C1,0.71666150838474,1.5335927
1,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,-1.17574165676447,-0.9537962
2,[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,1.65147175788519,1.5553277
3,OCC=C,1.46354367171121,1.6606
4,CCOC1=C(N)C=C(NC(C)=O)C=C1,1.88722937379474,1.5477189
5,Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,1.65352488357758,1.39436
6,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,1.45838312104729,1.5052449
7,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,1.65310443339521,1.5714054
8,NC1=C(O)C=CC(=C1)[N+]([O-])=O,1.61248034159492,1.5605463
9,NC1=C(O)C=C(C=C1)[N+]([O-])=O,1.65725629289564,1.54758
10,NC1=CC(=C(O)C=C1)[N+]([O-])=O,1.74570498041858,1.5605133
11,NC1=NC=C(S1)[N+]([O-])=O,1.61519390670747,1.5769689
12,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1.54290071212909,1.6285398
13,CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1,1.57140861309914,1.5374898
14,NC1=CC=C(C=C1)C1=CC=CC=C1,0.904744628096435,1.6817954
15,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,-0.402757419078941,0.58802825
16,[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,1.43711335554357,1.5119003
17,[O--].[O--].[O--].[As+3].[As+3],1.39794000867204,1.6651385
