,0
0,0.079880886
1,5.9717636e-06
2,0.001174478
3,0.18384233
4,0.8857748
5,0.04336562
6,0.9059804
7,0.8651388
8,0.31265166
9,0.008338506
10,0.8039066
11,0.009514498
12,0.16473901
13,0.88746405
14,0.9154679
15,0.9162468
16,0.24759066
17,0.91307604
18,0.0033685886
19,0.10502491
20,0.07858723
21,0.91118276
22,0.067121364
23,0.14361222
24,0.07324333
25,0.022705644
26,0.043734964
27,0.054751128
28,0.02083525
29,0.0077401465
30,0.014304414
31,0.022121916
32,0.00051008037
33,0.04075397
34,0.0002376906
35,0.03696295
36,0.00014755694
37,0.0018213163
38,0.0005738791
39,0.008361808
40,0.037482124
41,0.0004369477
42,0.015816579
43,0.026721256
44,0.10547458
45,0.008497125
46,0.00800805
47,0.110685684
48,0.034126304
49,0.10595264
50,0.048920102
51,0.037430987
52,0.047101043
53,0.0074859206
54,0.032014508
55,0.0017721698
56,0.107604414
57,0.023103863
58,0.029044965
59,0.07519848
60,0.07776769
61,3.3054428e-05
62,0.07373663
63,0.023363087
64,0.20708755
65,0.118704125
66,0.0010259155
67,0.036171343
68,0.0032961653
69,0.0049689147
70,0.020382332
71,0.0011106479
72,0.012652376
73,0.20239773
74,0.21884145
75,0.059110716
76,0.008234275
77,0.011733273
78,0.00015650032
79,0.01922801
80,0.09649323
81,0.021580037
82,0.041991033
83,0.07150177
84,0.047369387
85,0.096842825
86,0.094873436
87,0.04215873
88,0.026186984
89,0.11468951
90,0.023614904
91,0.013927218
92,0.06992949
93,0.034464654
94,0.025337802
95,0.00808078
96,0.07403464
97,0.021490432
98,0.08185812
99,1.6501017e-05
100,0.13677412
101,0.025542045
102,0.112135164
103,0.007399312
104,0.03966055
105,0.0012203611
106,0.0063829664
107,0.06678449
108,0.045982074
109,0.000992792
110,0.004184671
111,0.027908813
112,0.00039046595
113,0.07927591
114,0.0075210547
115,1.1075319e-05
116,0.0010877481
117,0.14640641
118,0.1428298
119,0.00012984156
120,0.0031906373
121,0.0039673913
122,0.0042885593
123,0.11013098
124,0.006337218
125,0.001454758
126,0.01968306
127,0.027099693
128,0.093245104
129,0.033610523
130,0.017608346
131,0.0013530854
