,0
0,0.032268062
1,0.27159297
2,0.11710678
3,0.45912182
4,0.24075231
5,0.04154912
6,0.057191692
7,2.8970314e-08
8,0.2830581
9,0.0008019837
10,0.40166342
11,0.30114746
12,0.0042924834
13,0.14572205
14,0.53147686
15,0.2067895
16,0.081147455
17,0.022182882
18,0.16524898
19,0.55013335
20,0.120786235
21,0.028293952
22,0.078204386
23,0.20025492
24,0.24005577
25,0.0068517784
26,0.0018389344
27,0.17872387
28,0.15113175
29,0.024932757
30,0.046934776
31,0.11212579
32,0.007992239
33,0.0014976899
34,0.43601918
35,0.020328185
36,0.17185876
37,0.14047217
38,0.5581801
39,0.11059796
40,3.3421757e-06
41,0.061067935
42,0.19665784
43,0.6429664
44,0.010232769
45,0.082076296
46,0.0015590603
47,0.062045623
48,0.20905887
49,0.2799601
50,0.24826469
51,0.064576335
52,0.18218958
53,0.4193047
54,0.043274526
55,0.26589546
56,0.2372752
57,0.007285443
58,0.32272214
59,0.052051365
60,0.10446219
61,0.04182742
62,0.051095705
63,0.059148993
64,0.40210563
65,0.19069271
66,0.011943071
67,1.0511791e-05
68,0.017269298
69,0.15064828
70,0.0024063287
71,0.011609095
72,0.005184977
73,0.014773684
74,0.032262497
75,0.11543593
76,3.80949e-05
77,0.00020910778
78,4.8476515e-05
79,0.020190816
80,0.011560245
81,0.024280068
82,0.0031366667
83,0.4926091
84,0.0067870617
85,0.108418815
86,0.014657134
87,0.008205292
88,0.008584222
89,0.20704943
90,0.0006017178
91,0.0007378551
92,0.12651785
93,0.39502496
94,0.049547113
95,0.18611765
96,0.5082417
97,0.20290753
98,0.65399486
99,4.4771855e-07
100,0.50335145
101,0.003007212
102,0.2399072
103,0.17970385
104,0.35766482
105,0.14148514
106,0.34148163
107,0.0014425459
108,0.008714428
109,0.0040436815
110,0.2372113
111,0.27357075
112,0.12106506
113,1.6538347e-06
114,0.27449784
115,0.4382796
116,0.14302222
117,0.11549832
118,0.17068703
119,0.53095794
120,0.058031727
121,0.08512773
122,0.0001278877
123,0.21804544
124,0.49236995
125,0.26118407
126,0.2662086
127,0.0012187102
128,0.3138111
129,0.0011629789
130,0.01176443
131,0.12968718
132,0.53279054
133,0.02754692
134,0.012429307
135,0.004627868
136,0.0065155555
137,0.23221295
138,0.011120524
139,0.015658675
140,0.020540362
141,0.629767
142,0.21955445
143,0.00071757607
144,0.36420968
145,0.15010105
146,0.22043635
147,0.44420305
148,0.05804836
149,0.00571921
150,0.083204314
151,0.38071465
152,0.06166049
153,0.06371034
154,0.0004712011
155,0.00022494918
156,0.040767573
157,0.8446233
158,0.010190634
159,0.28119844
160,0.30331352
161,0.041491188
162,0.5273915
163,0.4138098
164,0.5435417
165,0.20253877
166,0.3443803
167,0.14415106
168,0.021683553
169,0.24349503
170,0.00010108245
171,0.15443923
172,0.07224405
173,0.28300458
174,0.3629631
175,0.15404965
176,0.37950388
177,0.024488783
178,0.13663869
179,0.0066241818
180,0.018603297
181,0.13228837
182,0.003965774
183,0.2259638
184,0.0031078472
185,0.55314076
186,0.0021133118
187,0.119099885
188,0.06319132
189,0.000646518
190,0.4869991
191,0.10211098
192,0.015278728
193,0.34228554
194,0.11334317
195,0.123239614
196,0.41114736
197,0.49533707
198,0.008812568
199,0.0015183351
200,0.12870848
201,0.042440336
202,0.43647143
203,0.57122934
204,0.0016816659
205,0.108426765
206,0.09842827
207,0.030141791
208,0.018848892
209,0.99373496
210,0.011123351
211,0.12619033
212,0.5586569
213,0.88903326
214,0.15374507
215,0.0023712092
216,0.13524789
217,0.048306134
218,0.5549144
219,0.0020001214
220,0.25580195
221,0.10763232
222,0.02157362
223,0.015360643
224,0.4793224
225,0.0026124376
226,6.3293027e-07
227,0.44922376
228,0.4387455
229,0.024076456
230,2.2302065e-07
231,0.3104443
232,0.3486272
233,0.09065936
234,0.21859635
235,0.3855483
236,0.06420821
237,0.20539984
238,0.112351716
239,7.324339e-05
240,0.07644378
241,0.1795784
242,0.20406343
243,0.20265892
244,0.020838609
245,0.102636516
246,0.04696203
247,0.0027523574
248,0.013687386
249,6.794922e-08
250,0.2330028
251,0.20551799
252,0.3492092
253,1.010849e-05
254,0.01182579
255,3.324612e-06
256,0.22036046
257,1.8508307e-06
258,1.0877333e-05
